Filename,Scaled from,Scaled to,MSE,PSNR
Density2_2592x1944.png,"(1944, 2592, 3)","(2916, 3888, 3)",0.7189,71.0845666666667
testimg_GIMP_2592x1944.png,"(1944, 2592, 3)","(2916, 3888, 3)",3.3896,64.3497666666667
Density_2592x1944.png,"(1944, 2592, 3)","(2916, 3888, 3)",5.9185,61.9291333333333
ColorDifferenceError_2592x1944.png,"(1944, 2592, 3)","(2916, 3888, 3)",0.8861,70.1764333333333
reschart_2592x1944.png,"(1944, 2592, 3)","(2916, 3888, 3)",1.0311,69.5182666666667
