Filename,Scaled from,Scaled to,MSE,PSNR,Implemented_algo_MSE,Implemented_algo_PSNR
cv_Density2_2592x1944.png,"(1944, 2592, 3)","(2916, 3888, 3)",0.0819,80.5183666666667,0.8401,70.4079666666667
cv_testimg_2592x1944.png,"(1944, 2592, 3)","(2916, 3888, 3)",1.7711,67.1687666666667,6.2074,61.7221666666667
cv_Density_2592x1944.png,"(1944, 2592, 3)","(2916, 3888, 3)",15.3604,57.7872333333333,29.3188,54.9797666666667
cv_ColorDifferenceError_2592x1944.png,"(1944, 2592, 3)","(2916, 3888, 3)",0.2185,76.2567666666667,1.1856,68.9118666666667
cv_reschart_2592x1944.png,"(1944, 2592, 3)","(2916, 3888, 3)",0.2037,76.5613666666667,1.2419,68.7103666666667
